Time,Veh_Type,TollBoothID,Lane_Type,Veh_Dimensions,Trans_Amount,Amount_paid,Geo_location,Speed,Fraud_indicator
2/14/2023 8:45,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,Not Fraud
2/15/2023 13:20,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,Not Fraud
2/16/2023 16:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,Not Fraud
2/17/2023 22:35,Truck,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",62,Fraud
2/18/2023 4:15,Van,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",86,Fraud
2/19/2023 8:45,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",51,Not Fraud
2/20/2023 13:25,SUV,B-102,Regular,Large,180,160,"13.059816123454882, 77.77068662374292",73,Fraud
2/21/2023 18:00,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,Not Fraud
2/22/2023 22:35,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,Not Fraud
2/23/2023 4:15,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",70,Not Fraud
2/24/2023 8:50,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,Not Fraud
2/25/2023 13:30,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",47,Not Fraud
2/26/2023 18:05,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,Not Fraud
2/27/2023 23:40,SUV,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",65,Fraud
2/28/2023 5:20,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud
3/1/2023 9:50,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,Not Fraud
3/2/2023 14:30,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",79,Not Fraud
3/3/2023 18:05,Truck,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",61,Fraud
3/4/2023 23:45,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",89,Not Fraud
3/5/2023 3:15,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",44,Not Fraud
3/6/2023 7:55,SUV,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",78,Fraud
3/7/2023 12:30,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,Not Fraud
3/8/2023 16:05,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",95,Not Fraud
3/9/2023 21:45,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,Not Fraud
3/10/2023 3:25,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,Not Fraud
3/11/2023 8:55,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,Not Fraud
3/12/2023 13:35,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",87,Not Fraud
3/13/2023 18:10,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",47,Not Fraud
3/14/2023 23:50,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,Not Fraud
3/15/2023 5:30,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",68,Not Fraud
3/16/2023 10:05,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,Not Fraud
3/17/2023 14:45,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud
3/18/2023 19:20,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,Not Fraud
3/19/2023 0:55,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",56,Not Fraud
3/20/2023 6:35,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",84,Not Fraud
3/21/2023 11:05,Bus ,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",69,Fraud
3/22/2023 15:40,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",94,Not Fraud
3/23/2023 21:20,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",49,Not Fraud
3/24/2023 2:00,Truck,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",76,Fraud
3/25/2023 6:30,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",63,Fraud
3/26/2023 11:05,Sedan,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",88,Fraud
3/27/2023 16:45,SUV,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",74,Fraud
3/28/2023 21:20,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud
3/29/2023 2:50,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,Not Fraud
3/30/2023 7:30,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,Not Fraud
3/31/2023 12:05,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud
4/1/2023 16:40,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,Not Fraud
4/2/2023 22:20,Sedan,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",66,Fraud
4/3/2023 3:00,SUV,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",90,Fraud
4/4/2023 7:30,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,Not Fraud
4/5/2023 12:05,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",77,Not Fraud
4/6/2023 15:40,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",60,Not Fraud
4/7/2023 21:20,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",83,Not Fraud
4/8/2023 2:55,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,Not Fraud
4/9/2023 6:30,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",97,Not Fraud
4/10/2023 11:10,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",46,Not Fraud
4/11/2023 15:50,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,Not Fraud
4/12/2023 20:25,Car,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",64,Fraud
4/13/2023 1:00,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",93,Not Fraud
4/14/2023 6:40,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,Not Fraud
4/15/2023 11:15,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",86,Not Fraud
4/16/2023 15:50,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,Not Fraud
4/17/2023 21:30,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",82,Not Fraud
4/18/2023 3:10,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud
4/19/2023 7:40,Car,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",90,Fraud
4/20/2023 12:20,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",48,Not Fraud
4/21/2023 16:55,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,Not Fraud
4/22/2023 22:35,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",58,Not Fraud
4/23/2023 4:15,Sedan,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",87,Fraud
4/24/2023 8:50,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,Not Fraud
4/25/2023 13:30,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,Not Fraud
4/26/2023 18:05,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",71,Not Fraud
4/27/2023 23:40,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",89,Not Fraud
4/28/2023 5:20,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud
4/29/2023 9:50,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,Not Fraud
4/30/2023 14:30,Sedan,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",66,Fraud
5/1/2023 18:05,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",95,Not Fraud
5/2/2023 23:45,Bus ,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",44,Fraud
5/3/2023 3:15,Car,A-101,Regular,Small,120,180,"13.059816123454882, 77.77068662374292",78,Fraud
5/4/2023 7:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",61,Not Fraud
5/5/2023 12:30,Truck,C-103,Regular,Large,350,160,"13.059816123454882, 77.77068662374292",85,Fraud
5/6/2023 16:05,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",49,Fraud
5/7/2023 21:45,Sedan,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",74,Fraud
5/8/2023 3:25,SUV,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",69,Fraud
5/9/2023 8:55,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud
5/10/2023 13:35,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",57,Not Fraud
5/11/2023 18:10,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",83,Not Fraud
5/12/2023 23:50,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,Not Fraud
5/13/2023 5:30,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",96,Not Fraud
5/14/2023 10:05,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",46,Not Fraud
5/15/2023 14:45,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",81,Not Fraud
5/16/2023 19:20,Bus ,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",60,Fraud
5/17/2023 0:55,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,Not Fraud
5/18/2023 6:35,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,Not Fraud
5/19/2023 11:05,Truck,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",77,Fraud
5/20/2023 15:40,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,Not Fraud
5/21/2023 21:20,Sedan,A-101,Regular,Medium,160,100,"13.059816123454882, 77.77068662374292",91,Fraud
5/22/2023 2:00,SUV,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",50,Fraud
5/23/2023 6:30,Bus ,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",75,Fraud
5/24/2023 11:05,Car,A-101,Express,Small,120,90,"13.059816123454882, 77.77068662374292",59,Fraud
5/25/2023 16:45,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,Not Fraud
5/26/2023 21:20,Truck,C-103,Express,Large,350,60,"13.059816123454882, 77.77068662374292",66,Fraud
5/27/2023 2:50,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",93,Not Fraud
5/28/2023 7:30,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",45,Not Fraud
5/29/2023 12:05,SUV,B-102,Regular,Large,180,120,"13.059816123454882, 77.77068662374292",80,Fraud
5/30/2023 16:40,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,Not Fraud
5/31/2023 22:20,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",86,Not Fraud
6/1/2023 3:00,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",51,Not Fraud
6/2/2023 7:30,Truck,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",73,Fraud
6/3/2023 12:05,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",56,Not Fraud
6/4/2023 15:40,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",82,Not Fraud
6/5/2023 21:20,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",70,Not Fraud
6/6/2023 2:55,Bus ,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",97,Fraud
6/7/2023 6:30,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",47,Not Fraud
6/8/2023 11:10,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,Not Fraud
6/9/2023 15:50,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",65,Not Fraud
6/10/2023 20:25,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",92,Not Fraud
6/11/2023 1:00,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",53,Not Fraud
6/12/2023 6:40,SUV,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",79,Fraud
6/13/2023 11:15,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",61,Not Fraud
6/14/2023 15:50,Car,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",89,Fraud
6/15/2023 21:30,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",44,Not Fraud
6/16/2023 3:10,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",78,Not Fraud
6/17/2023 7:40,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",67,Not Fraud
6/18/2023 12:20,Sedan,A-101,Regular,Medium,160,140,"13.059816123454882, 77.77068662374292",95,Fraud
6/19/2023 16:55,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",55,Not Fraud
6/20/2023 22:35,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,Not Fraud
6/21/2023 4:15,Car,A-101,Express,Small,120,90,"13.059816123454882, 77.77068662374292",62,Fraud
6/22/2023 8:50,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",87,Not Fraud
1/1/2023 8:15,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",47,Not Fraud
1/2/2023 12:45,Van,B-102,Regular,Medium,140,100,"13.059816123454882, 77.77068662374292",73,Fraud
1/3/2023 16:30,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",68,Not Fraud
1/4/2023 22:10,SUV,B-102,Regular,Large,180,100,"13.059816123454882, 77.77068662374292",91,Fraud
1/5/2023 5:40,Bus ,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",52,Fraud
1/6/2023 11:20,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,Not Fraud
1/7/2023 14:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",56,Not Fraud
1/8/2023 18:25,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",84,Not Fraud
1/9/2023 2:05,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",69,Not Fraud
1/10/2023 6:35,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",94,Not Fraud
1/11/2023 10:00,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",49,Not Fraud
1/12/2023 15:40,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,Not Fraud
1/13/2023 20:15,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",63,Not Fraud
1/14/2023 1:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",88,Not Fraud
1/15/2023 7:30,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",74,Not Fraud
1/16/2023 12:10,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",96,Not Fraud
1/17/2023 17:45,Sedan,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",61,Fraud
1/18/2023 22:20,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",85,Not Fraud
1/19/2023 4:00,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud
1/20/2023 8:30,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",79,Not Fraud
1/21/2023 13:10,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",66,Not Fraud
1/22/2023 16:45,Truck,C-103,Regular,Large,350,90,"13.059816123454882, 77.77068662374292",90,Fraud
1/23/2023 22:25,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",48,Fraud
1/24/2023 2:55,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",77,Not Fraud
1/25/2023 7:35,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",60,Not Fraud
1/26/2023 12:10,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",83,Not Fraud
1/27/2023 15:45,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",71,Not Fraud
1/28/2023 21:25,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",97,Not Fraud
1/29/2023 3:05,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",46,Not Fraud
1/30/2023 7:35,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",81,Not Fraud
1/31/2023 11:10,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",64,Not Fraud
2/1/2023 16:50,SUV,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",93,Fraud
2/2/2023 21:25,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,Not Fraud
2/3/2023 3:05,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",86,Not Fraud
2/4/2023 8:40,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,Not Fraud
2/5/2023 13:20,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,Not Fraud
2/6/2023 18:55,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",63,Not Fraud
2/7/2023 23:30,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",90,Not Fraud
2/8/2023 5:10,SUV,B-102,Express,Large,180,160,"13.059816123454882, 77.77068662374292",48,Fraud
2/9/2023 9:40,Bus ,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",76,Fraud
2/10/2023 14:20,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",58,Not Fraud
2/11/2023 17:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",87,Not Fraud
2/12/2023 23:35,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,Not Fraud
2/13/2023 4:05,Van,B-102,Regular,Medium,140,90,"13.059816123454882, 77.77068662374292",94,Fraud
2/14/2023 8:45,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",71,Not Fraud
2/15/2023 13:20,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",89,Not Fraud
2/16/2023 16:55,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud
2/17/2023 22:35,Car,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",79,Fraud
2/18/2023 4:15,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",66,Not Fraud
2/19/2023 8:45,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",95,Not Fraud
2/20/2023 13:25,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",44,Not Fraud
2/21/2023 18:00,Sedan,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",78,Fraud
2/22/2023 22:35,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",61,Not Fraud
2/23/2023 4:15,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",85,Not Fraud
2/24/2023 8:50,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",49,Not Fraud
2/25/2023 13:30,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,Not Fraud
2/26/2023 18:05,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,Not Fraud
2/27/2023 23:40,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",92,Not Fraud
2/28/2023 5:20,Sedan,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",57,Fraud
3/1/2023 9:50,SUV,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",83,Fraud
3/2/2023 14:30,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,Not Fraud
3/3/2023 18:05,Car,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",96,Fraud
3/4/2023 23:45,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,Not Fraud
3/5/2023 3:15,Truck,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",81,Fraud
3/6/2023 7:55,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",60,Not Fraud
3/7/2023 12:30,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",88,Not Fraud
3/8/2023 16:05,SUV,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",53,Fraud
3/9/2023 21:45,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",77,Not Fraud
3/10/2023 3:25,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",64,Not Fraud
3/11/2023 8:55,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,Not Fraud
3/12/2023 13:35,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,Not Fraud
3/13/2023 18:10,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",75,Not Fraud
3/14/2023 23:50,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",59,Not Fraud
3/15/2023 5:30,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",84,Not Fraud
3/16/2023 10:05,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",66,Not Fraud
